Hour,Baseline (kWh),New HP
4255,0.738877,0.613952
4256,2.8674850000000003,2.6208400000000003
4257,1.586259,1.355098
4258,1.325717,1.057594
4259,1.532132,1.1875
4260,2.428516,2.029646
4261,3.025451,2.560743
4262,1.9999149999999999,1.515632
4263,2.12948,1.5929760000000002
4264,2.687595,2.140131
4265,2.740799,2.205473
4266,4.079809,3.052497
4267,3.314564,2.486888
4268,2.965669,2.17716
4269,2.313041,1.622379
4270,5.208226,4.487465
4271,5.936274,5.240265
4272,1.798067,1.327001
4273,1.36558,0.9926159999999999
4274,1.100189,0.80083
4275,0.830883,0.554011
4276,0.705682,0.497052
4277,0.662165,0.49177
4278,0.764794,0.558649
4279,0.948776,0.713746
4280,1.1190429999999998,0.903453
4281,3.041643,2.714394
4282,3.243102,2.865397
4283,1.7209469999999998,1.304697
4284,2.2566980000000005,1.815053
4285,1.98763,1.495406
4286,2.713274,2.1701450000000007
4287,2.576546,2.01538
4288,2.4061790000000003,1.713303
4289,2.06758,1.4509949999999998
4290,2.611647,2.0221489999999998
4291,2.856374,2.154919
4292,2.2896170000000002,1.625867
4293,2.086103,1.5034949999999998
4294,1.961002,1.443565
4295,1.696835,1.237737
4296,1.31103,0.917293
4297,1.509336,1.168636
4298,0.946584,0.643088
4299,0.834303,0.561402
4300,0.721671,0.509543
4301,0.724874,0.507328
4302,0.7553499999999999,0.549873
4303,1.256193,1.101187
4304,1.235422,0.950299
4305,1.230646,0.983811
4306,1.481463,1.184117
4307,2.721005,2.304389
4308,1.853209,1.416457
4309,2.420424,1.932074
4310,1.939886,1.449212
4311,1.717398,1.37058
4312,2.321504,1.589722
4313,2.3088040000000003,1.676441
4314,2.35067,1.837544
4315,3.351713,2.376652
4316,2.904897,2.212573
4317,2.179199,1.564533
4318,2.044789,1.499481
4319,1.7210530000000002,1.2472070000000002
4320,1.676886,1.286471
4321,1.028759,0.695192
4322,0.866046,0.596916
4323,0.768129,0.523235
4324,0.688754,0.475403
4325,0.647233,0.46725099999999997
4326,0.694875,0.514578
4327,0.824731,0.664865
4328,1.495642,1.289781
4329,1.1995060000000002,0.9687960000000001
4330,1.808098,1.533078
4331,2.2123310000000003,1.816792
4332,1.836725,1.420846
4333,2.3758220000000003,1.911084
4334,2.466123,1.96041
4335,2.230429,1.655007
4336,2.341696,1.7652260000000002
4337,3.095456,2.385618
4338,2.01773,1.454134
4339,2.103047,1.5365540000000002
4340,2.332166,1.786511
4341,2.190623,1.726954
4342,2.132895,1.713074
4343,1.450363,1.092789
4344,1.063734,0.775919
4345,1.2525050000000002,1.013593
4346,0.745677,0.523141
4347,0.614604,0.456502
4348,0.622317,0.44056799999999996
4349,0.607851,0.440574
4350,0.646336,0.489642
4351,0.8117,0.657213
4352,1.4940719999999998,1.26897
4353,1.2454949999999998,0.972639
4354,3.20209,2.836889
4355,1.648432,1.256102
4356,2.193225,1.774434
4357,1.84056,1.392687
4358,1.9563409999999999,1.471815
4359,1.842133,1.347396
4360,3.9856019999999996,3.389194
4361,2.320381,1.76406
4362,1.924304,1.406006
4363,2.2873100000000006,1.786958
4364,1.7067919999999999,1.2537129999999999
4365,1.539626,1.1433330000000002
4366,1.85636,1.543271
4367,1.320669,0.9909260000000001
4368,0.949416,0.690373
4369,0.711854,0.531527
4370,0.574968,0.441135
4371,1.481387,1.323547
4372,0.530688,0.37551999999999996
4373,0.452718,0.36917500000000003
4374,0.551304,0.43713
4375,0.669975,0.575965
4376,3.873224,3.649318
4377,3.147071,2.865743
4378,2.202246,1.950077
4379,1.4086969999999999,1.110047
4380,1.529392,1.195127
4381,1.662843,1.289017
4382,1.77467,1.3561690000000002
4383,1.8312439999999999,1.364459
4384,1.933019,1.470895
4385,2.315049,1.665778
4386,3.0240720000000003,2.244139
4387,3.05118,2.284119
4388,5.111284,4.285055000000001
4389,2.400351,1.7309
4390,2.344073,1.796912
4391,1.599556,1.148209
4392,1.176763,0.815454
4393,0.908663,0.620461
4394,0.761864,0.525567
4395,0.627887,0.440045
4396,0.519408,0.380056
4397,0.895814,0.784435
4398,0.522245,0.42052300000000004
4399,0.578046,0.5354179999999998
4400,0.919939,0.786096
4401,1.546362,1.3659860000000001
4402,1.7169649999999999,1.484688
4403,1.662001,1.3818409999999999
4404,1.488208,1.169336
4405,1.6409179999999999,1.277565
4406,1.735091,1.328593
4407,1.855469,1.398272
4408,1.885459,1.389427
4409,2.667476,2.046204
4410,2.213222,1.7220440000000001
4411,2.817024,1.8501880000000002
4412,4.075348,3.315517
4413,2.169454,1.523566
4414,2.426737,1.872474
4415,1.715654,1.237655
4416,1.284766,0.890257
4417,1.034224,0.703066
4418,0.86988,0.589858
4419,0.767248,0.524672
4420,0.671291,0.463088
4421,1.0479390000000002,0.865013
4422,0.652629,0.492949
4423,1.196909,1.070809
4424,1.095664,0.867131
4425,4.802078000000001,4.477807
4426,1.531827,1.2381099999999998
4427,1.544004,1.191749
4428,2.1243380000000003,1.740244
4429,2.849855,2.418508
4430,1.905761,1.45044
4431,2.490058,1.988462
4432,1.8743699999999999,1.50968
4433,3.053023,2.217844
4434,2.62896,1.855494
4435,3.033458,2.266397
4436,2.445636,1.711801
4437,2.256476,1.594911
4438,2.106177,1.530398
4439,2.185006,1.682551
4440,1.389885,0.9614579999999999
4441,1.120049,0.758272
4442,0.9573229999999999,0.646709
4443,0.831705,0.560862
4444,1.1380709999999998,0.907313
4445,0.708465,0.48873
4446,2.582678,2.398017
4447,0.913361,0.695312
4448,1.226796,0.938714
4449,1.701256,1.422287
4450,1.513304,1.180643
4451,1.815584,1.371241
4452,2.30802,1.855815
4453,2.4202060000000003,1.939952
4454,2.091471,1.576184
4455,2.195555,1.620853
4456,2.322708,1.726236
4457,2.535743,1.8402100000000001
4458,2.9285680000000003,2.129527
4459,3.506719,2.6888069999999997
4460,2.915913,2.124857
4461,2.398194,1.687748
4462,2.2248490000000003,1.6004799999999997
4463,1.924783,1.373916
4464,1.497002,1.025995
4465,1.206032,0.835386
4466,1.5397539999999998,1.129799
4467,0.9536699999999999,0.629373
4468,0.850535,0.56343
4469,0.798173,0.5479209999999999
4470,0.820393,0.591362
4471,0.9274690000000001,0.739492
4472,2.971961,2.604011
4473,1.883772,1.553377
4474,1.6371010000000001,1.280766
4475,2.4653990000000006,1.9953969999999999
4476,3.574846,3.061698
4477,2.13444,1.617368
4478,2.654995,2.097811
4479,2.356501,1.764
4480,2.433464,1.810135
4481,3.681428,2.931933
4482,3.118639,2.428224
4483,3.446624,2.644051
4484,2.7912440000000003,1.9430129999999999
4485,3.517248,2.714186
4486,2.367181,1.6903409999999999
4487,2.43695,1.8400219999999998
4488,1.576646,1.077709
4489,1.299663,0.869193
4490,1.519819,1.146541
4491,1.061049,0.710977
4492,0.977109,0.67896
4493,0.965577,0.643545
4494,1.324931,1.034874
4495,0.97574,0.783895
4496,1.489411,1.079445
4497,1.517381,1.155569
4498,1.751308,1.341755
4499,2.48605,1.9548489999999998
4500,2.174609,1.645406
4501,2.297431,1.740363
4502,2.414626,1.796806
4503,2.478349,1.851502
4504,3.040295,2.351791
4505,2.564149,2.233679
4506,3.713264,2.835839
4507,3.240378,2.506342
4508,4.425669,3.639177
4509,3.074068,2.205395
4510,3.075424,2.280178
4511,2.266145,1.584429
4512,1.739032,1.1617639999999998
4513,1.4535429999999998,0.955189
4514,1.254387,0.824819
4515,1.065364,0.685621
4516,0.956044,0.629421
4517,0.901968,0.59674
4518,1.306243,1.021952
4519,0.96626,0.764954
4520,1.385494,1.011788
4521,1.430272,1.092908
4522,2.040221,1.662099
4523,2.0187470000000003,1.505902
4524,2.190998,1.659029
4525,2.3280410000000002,1.754356
4526,2.88175,2.256791
4527,2.63238,1.952322
4528,2.822196,2.170285
4529,2.686259,2.414356
4530,3.7602860000000002,2.8652249999999997
4531,3.271242,2.5356080000000003
4532,3.351563,2.504602
4533,2.58155,1.728192
4534,2.2839560000000003,1.566738
4535,2.389182,1.779499
4536,2.497569,1.953185
4537,1.2229649999999999,0.796475
4538,1.591451,1.205634
4539,0.920875,0.606235
4540,0.894893,0.563625
4541,0.788896,0.526964
4542,0.795304,0.560325
4543,2.720665,2.4598359999999997
4544,1.16964,0.909526
4545,2.603467,2.2833250000000005
4546,1.606382,1.275488
4547,1.727326,1.296685
4548,1.837502,1.3836389999999998
4549,1.986461,1.493715
4550,2.061265,1.537587
4551,2.6244609999999997,2.047328
4552,2.409997,1.770631
4553,2.547899,1.896719
4554,4.516976,3.7404830000000002
4555,3.2426060000000003,2.415366
4556,2.898379,2.047084
4557,2.558532,1.749596
4558,3.093687,2.369476
4559,2.295998,1.678654
4560,1.773616,1.258033
4561,1.313913,0.87244
4562,1.047609,0.674864
4563,0.925794,0.60153
4564,0.819573,0.543037
4565,1.175797,0.919756
4566,0.80017,0.562022
4567,0.868787,0.674952
4568,1.115464,0.885847
4569,1.663071,1.386145
4570,1.4993,1.18454
4571,2.025667,1.629146
4572,1.767941,1.340089
4573,1.915988,1.44641
4574,2.431654,1.912119
4575,2.619405,2.037858
4576,3.279238,2.60387
4577,2.4109520000000004,1.782247
4578,3.06503,2.158589
4579,2.901547,2.11737
4580,2.423921,1.6971189999999998
4581,2.619208,1.969154
4582,4.046958,3.397863
4583,1.804028,1.278911
4584,1.354291,0.923088
4585,1.478195,1.126404
4586,0.980623,0.644513
4587,1.202377,0.929374
4588,0.719899,0.484431
4589,0.664882,0.464897
4590,0.700725,0.51667
4591,0.808353,0.645659
4592,2.045513,1.808461
4593,1.218067,0.966315
4594,1.39676,1.096479
4595,1.970606,1.585622
4596,2.2577220000000002,1.831894
4597,2.3230120000000003,1.85951
4598,1.994226,1.485843
4599,2.57625,2.01229
4600,2.124018,1.582551
4601,2.437666,1.721517
4602,4.380505,3.555428
4603,5.296279,4.464539
4604,2.2743510000000002,1.598179
4605,2.00128,1.423252
4606,1.9733889999999998,1.450793
4607,1.701275,1.233115
4608,1.285162,0.886017
4609,1.047666,0.705346
4610,1.298903,1.0010539999999999
4611,0.786255,0.533715
4612,0.713381,0.483359
4613,0.673208,0.469174
4614,0.691326,0.512243
4615,0.777994,0.64367
4616,1.56589,1.308588
4617,1.1635060000000002,0.92773
4618,1.681801,1.429127
4619,1.9896179999999999,1.638268
4620,2.071346,1.686352
4621,3.586621,3.1018649999999997
4622,1.873393,1.405412
4623,1.947703,1.455163
4624,2.1010880000000003,1.554288
4625,2.34011,1.702963
4626,2.741384,1.948896
4627,3.487035,2.6887820000000002
4628,3.566659,2.737466
4629,3.407127,2.641267
4630,2.780498,2.110797
4631,2.99072,2.368926
4632,1.530191,1.030193
4633,1.248108,0.826854
4634,1.458432,1.094897
4635,0.912458,0.597788
4636,0.815405,0.546709
4637,1.680155,1.404086
4638,1.667993,1.399665
4639,0.935101,0.758978
4640,1.293551,0.97626
4641,1.37043,1.07745
4642,1.958108,1.623143
4643,1.864452,1.422193
4644,1.987312,1.521808
4645,2.1210430000000002,1.61796
4646,2.268281,1.712928
4647,2.386558,1.77044
4648,3.349143,2.8719270000000003
4649,3.591484,2.6190100000000003
4650,2.8483020000000003,2.43277
4651,3.5904670000000003,2.646022
4652,2.934141,2.002482
4653,2.176109,1.474867
4654,2.034777,1.431743
4655,2.13662,1.632473
4656,1.304111,0.916374
4657,1.085594,0.780819
4658,1.097776,0.685648
4659,0.825292,0.582728
4660,0.924145,0.580998
4661,2.521064,2.193507
4662,0.860251,0.611921
4663,1.033317,0.760846
4664,1.733766,1.4447139999999998
4665,2.247075,1.9192170000000002
4666,2.160228,1.788209
4667,1.960498,1.4787070000000002
4668,2.469979,1.974324
4669,2.271348,1.71442
4670,2.378318,1.773805
4671,2.4918180000000003,1.83882
4672,3.116162,2.394511
4673,2.8550050000000002,2.107946
4674,3.3076149999999997,2.622381
4675,3.9035729999999997,3.070862
4676,2.57188,1.756856
4677,2.443082,1.730962
4678,2.6926680000000003,2.047951
4679,1.981895,1.415084
4680,1.5886120000000001,1.085464
4681,1.165451,0.870624
4682,1.299419,0.77194
4683,0.995872,0.653278
4684,0.9017329999999999,0.598679
4685,0.776156,0.5657
4686,1.002504,0.662091
4687,2.8547420000000003,2.6093200000000003
4688,1.821787,1.408142
4689,1.4081590000000002,1.0769659999999999
4690,1.6149580000000001,1.2731
4691,2.832391,2.385069
4692,2.3615410000000003,1.910076
4693,2.091891,1.580756
4694,3.8889630000000004,3.283246
4695,2.333144,1.720186
4696,2.367639,1.728079
4697,2.2937570000000003,1.7927829999999998
4698,3.607543,2.685512
4699,3.017183,2.110493
4700,3.311264,2.4914609999999997
4701,2.916004,2.172615
4702,2.3602060000000002,1.695372
4703,2.041979,1.446882
4704,2.567822,2.0298
4705,1.3531769999999999,0.894154
4706,1.1454280000000001,0.781594
4707,1.127713,0.717525
4708,0.951181,0.648712
4709,0.98656,0.638975
4710,0.940238,0.655267
4711,1.4812729999999998,1.197338
4712,1.169271,0.953065
4713,1.475286,1.07727
4714,2.520993,2.149103
4715,2.241111,1.782958
4716,1.9232280000000002,1.456779
4717,3.740013,3.174414
4718,2.166355,1.582701
4719,2.456299,1.800242
4720,2.823835,2.160641
4721,2.658625,1.891084
4722,3.042476,2.547521
4723,3.315884,2.250011
4724,2.681598,1.849625
4725,2.893904,2.142323
4726,2.382013,1.705451
4727,2.067439,1.450713
4728,1.6465619999999999,1.129536
4729,3.325857,2.795426
4730,1.179329,0.76078
4731,0.991725,0.649625
4732,1.307188,0.98297
4733,0.844841,0.5696
4734,0.874573,0.600855
4735,0.9588669999999999,0.730597
4736,1.094625,0.902555
4737,1.8028089999999999,1.4304949999999999
4738,1.4715619999999998,1.136843
4739,1.686442,1.2758219999999998
4740,2.19506,1.759091
4741,1.8642999999999998,1.390044
4742,2.250587,1.770907
4743,2.038663,1.490055
4744,2.079371,1.51957
4745,2.33732,1.714136
4746,2.6761,1.969922
4747,3.2261550000000003,2.360016
4748,2.9176010000000003,2.175308
4749,2.321604,1.643661
4750,2.580363,1.970591
4751,1.837598,1.30525
4752,1.42029,0.9634020000000001
4753,1.1329580000000001,0.748521
4754,0.983776,0.6508849999999999
4755,0.860119,0.567898
4756,1.156127,0.90775
4757,0.746919,0.505553
4758,0.733778,0.538478
4759,1.837386,1.6603979999999998
4760,1.203864,0.9138390000000001
4761,2.972163,2.672058
4762,3.2606460000000004,2.907743
4763,2.447084,2.045481
4764,1.702698,1.295284
4765,1.825318,1.379136
4766,2.319944,1.8356649999999999
4767,1.993331,1.478383
4768,2.155058,1.557686
4769,3.140226,2.656054
4770,2.704392,1.9336520000000001
4771,3.004378,1.971518
4772,3.0829940000000002,2.386906
4773,1.914611,1.343646
4774,1.859637,1.346898
4775,1.598017,1.151411
4776,1.218784,0.848946
4777,1.008169,0.679023
4778,0.862691,0.590112
4779,1.2025139999999999,0.936516
4780,0.766818,0.503003
4781,0.702333,0.500311
4782,0.890408,0.672508
4783,0.865577,0.677283
4784,1.499211,1.280442
4785,2.130265,1.851183
4786,1.215627,0.980561
4787,1.249073,1.008846
4788,1.7793889999999999,1.500175
4789,1.520847,1.1799369999999998
4790,1.646615,1.25779
4791,1.73725,1.309664
4792,1.904283,1.424305
4793,2.143991,1.621648
4794,3.158403,2.3300210000000003
4795,2.6441529999999998,1.890343
4796,2.889292,2.147792
4797,2.634015,1.960286
4798,2.084468,1.49124
4799,1.7946600000000001,1.273369
4800,1.3363900000000002,0.902741
4801,1.073632,0.711759
4802,0.932142,0.61986
4803,0.789993,0.525789
4804,0.774404,0.525261
4805,0.694763,0.4818
4806,1.042408,0.9024589999999999
4807,0.866758,0.68128
4808,3.171297,2.8405500000000004
4809,1.703172,1.410173
4810,1.474478,1.155645
4811,1.710691,1.3076489999999998
4812,3.424309,2.948037
4813,3.0029,2.485107
4814,2.063573,1.541992
4815,2.156345,1.584309
4816,2.338386,1.733782
4817,2.267748,1.8016679999999998
4818,3.759192,2.773718
4819,4.678446,3.890815
4820,2.912169,2.068387
4821,2.579194,1.781924
4822,2.798225,2.105208
4823,2.058733,1.445893
4824,1.567791,1.056295
4825,1.245611,0.815135
4826,1.064045,0.704045
4827,0.961054,0.629821
4828,0.868981,0.566744
4829,0.805773,0.543994
4830,1.2460440000000002,0.999854
4831,0.912965,0.736347
4832,1.79226,1.4367940000000001
4833,2.368422,2.045482
4834,1.661434,1.2845090000000001
4835,1.9315660000000001,1.451977
4836,2.961285,2.4485189999999997
4837,4.135366,3.515999
4838,3.251837,2.625634
4839,2.373883,1.731546
4840,2.496497,1.811094
4841,2.97022,2.306624
4842,2.862525,2.317899
4843,4.608552,3.574713
4844,2.878251,2.016642
4845,5.412934,4.522709
4846,4.468088,3.652619
4847,2.1229899999999997,1.4695
4848,1.696185,1.156749
4849,1.731605,1.266871
4850,1.142357,0.748522
4851,0.984096,0.663464
4852,0.966134,0.610225
4853,0.84692,0.563118
4854,1.866087,1.576575
4855,1.427694,1.186614
4856,1.2468409999999999,0.9581810000000001
4857,1.793308,1.466772
4858,1.568761,1.204623
4859,1.890105,1.408425
4860,2.063008,1.54873
4861,2.598503,2.041042
4862,2.484377,1.895905
4863,2.5726750000000003,1.886936
4864,2.243374,1.580078
4865,2.422395,1.7335150000000001
4866,2.880667,2.15596
4867,2.6448989999999997,1.977878
4868,2.3406550000000004,1.759966
4869,1.811634,1.29417
4870,1.767541,1.303117
4871,1.925581,1.514299
4872,1.209708,0.854519
4873,1.296676,1.0303850000000003
4874,0.837823,0.566883
4875,0.704951,0.506645
4876,0.72759,0.492673
4877,0.719063,0.49682499999999996
4878,0.839057,0.57494
4879,2.605785,2.403486
4880,3.716917,3.4092130000000003
4881,1.531594,1.1342349999999999
4882,1.49564,1.152709
4883,1.687311,1.263661
4884,2.1942530000000002,1.740334
4885,1.5938,1.27744
4886,2.077909,1.435164
4887,2.368208,1.8320329999999998
4888,2.361301,1.818173
4889,2.1870909999999997,1.55539
4890,2.207232,1.704935
4891,3.151897,2.193731
4892,2.296042,1.597645
4893,2.533771,1.880525
4894,3.3476790000000003,2.744537
4895,1.746124,1.24083
4896,1.333579,0.9104880000000001
4897,1.068693,0.722142
4898,0.925241,0.607616
4899,0.796472,0.528674
4900,1.104228,0.879974
4901,0.684379,0.473489
4902,0.698838,0.514864
4903,0.783801,0.645767
4904,5.697353,5.29689
4905,1.623491,1.3420530000000002
4906,1.3530609999999998,1.063315
4907,1.5776590000000001,1.207061
4908,3.4829540000000003,3.023197
4909,2.3027249999999997,1.846898
4910,1.885529,1.411515
4911,1.881823,1.425807
4912,2.1496869999999997,1.5364489999999997
4913,2.014895,1.597231
4914,3.326562,2.3418490000000003
4915,2.615698,1.8501400000000001
4916,2.887705,2.138287
4917,2.312434,1.631458
4918,2.553941,1.946578
4919,2.3383730000000003,1.798125
4920,2.189071,1.718823
4921,1.071183,0.721272
4922,1.3512080000000002,1.03856
4923,0.852826,0.557546
4924,0.704684,0.488284
4925,0.713585,0.477713
4926,1.120721,0.964279
4927,2.6909430000000003,2.4068390000000006
4928,1.126767,0.889097
4929,1.193078,0.9292100000000001
4930,1.747978,1.457706
4931,1.512801,1.159359
4932,1.710632,1.303779
4933,1.836605,1.387913
4934,2.594354,2.261672
4935,2.390379,1.866327
4936,1.977448,1.431821
4937,2.307737,1.565904
4938,1.9194570000000002,1.387524
4939,2.28258,1.769314
4940,1.7316669999999998,1.253727
4941,1.651163,1.218401
4942,1.643411,1.243836
4943,1.417689,1.067646
4944,1.097031,0.772782
4945,0.851898,0.606882
4946,0.734957,0.535012
4947,0.741472,0.507045
4948,0.689368,0.473406
4949,1.072209,0.870172
4950,0.740443,0.538047
4951,0.909092,0.705218
4952,1.117994,0.895772
4953,2.265227,1.926031
4954,1.280416,1.01874
4955,1.433396,1.121405
4956,2.013348,1.640935
4957,1.741822,1.324766
4958,1.8355139999999999,1.37402
4959,1.994218,1.474394
4960,2.169657,1.5769190000000002
4961,2.29664,1.653538
4962,4.28811,3.480626
4963,2.6340850000000002,1.844659
4964,2.843498,2.141566
4965,2.52481,1.893289
4966,2.337862,1.810605
4967,1.7202149999999998,1.212
4968,1.295628,0.882656
4969,1.047543,0.698697
4970,0.9203150000000001,0.614956
4971,0.783864,0.541429
4972,0.676218,0.484435
4973,1.1178760000000003,0.895343
4974,0.775865,0.55942
4975,0.920509,0.712692
4976,1.136022,0.912991
4977,3.136392,2.8523
4978,3.3798380000000003,3.067872
4979,1.615539,1.307863
4980,3.311688,2.9716
4981,3.095877,2.7314540000000003
4982,1.486371,1.138302
4983,1.991039,1.6093320000000002
4984,1.829723,1.554006
4985,2.1433020000000003,1.627231
4986,1.632321,1.25915
4987,4.0175279999999995,3.517428
4988,2.974404,2.521149
4989,1.5421690000000001,1.173825
4990,1.91828,1.581414
4991,1.302344,1.009764
4992,1.3801400000000001,1.135741
4993,0.72566,0.546123
4994,0.70391,0.482259
4995,0.539628,0.411308
4996,0.560834,0.40539400000000003
4997,0.559325,0.401362
4998,0.537511,0.43972100000000003
4999,2.053091,1.914422
5000,1.142378,0.982706
5001,1.383105,1.2359369999999998
5002,1.087443,0.932481
5003,2.805325,2.667143
5004,1.063171,0.9310320000000001
5005,1.515689,1.406368
5006,1.590027,1.407168
5007,1.045284,0.881602
5008,1.015108,0.880897
5009,1.214662,0.9842960000000001
5010,1.641954,1.466102
5011,1.301002,1.0817729999999999
5012,1.6059860000000001,1.392343
5013,5.499636000000001,5.126906
5014,1.544873,1.325191
5015,1.027812,0.870443
5016,0.694112,0.581285
5017,0.508341,0.424965
5018,0.41825,0.35896300000000003
5019,0.391894,0.326109
5020,0.760921,0.702566
5021,0.365471,0.315124
5022,0.423411,0.374687
5023,0.527259,0.504912
5024,2.00804,1.932616
5025,1.147747,1.035419
5026,1.339282,1.2455150000000001
5027,1.203992,1.174955
5028,1.402484,1.291911
5029,1.541546,1.364024
5030,1.415367,1.262482
5031,1.112088,0.89892
5032,1.218395,0.96988
5033,1.776275,1.496701
5034,1.756901,1.446617
5035,1.637603,1.310598
5036,1.414711,1.087421
5037,1.785337,1.481639
5038,1.3829749999999998,1.101949
5039,1.176394,0.933649
5040,0.859327,0.653164
5041,1.054261,0.890033
5042,0.958483,0.849953
5043,0.510933,0.382866
5044,0.5239450000000001,0.379076
5045,0.867616,0.783134
5046,0.563506,0.4459330000000001
5047,0.714101,0.601675
5048,0.983688,0.816627
5049,1.456618,1.2820340000000001
5050,1.532792,1.34399
5051,3.100496,2.8129540000000004
5052,1.837752,1.539422
5053,1.515714,1.184147
5054,1.625459,1.2524860000000002
5055,1.779738,1.338225
5056,1.931139,1.432576
5057,2.06738,1.51123
5058,2.595374,1.850823
5059,2.549809,1.80555
5060,2.685082,1.989355
5061,3.1592040000000003,2.488862
5062,5.949599,5.218392
5063,1.731615,1.214685
5064,1.2616189999999998,0.861584
5065,1.387275,1.0629179999999998
5066,0.838107,0.569065
5067,0.72335,0.498185
5068,0.704051,0.473661
5069,0.653461,0.456964
5070,1.073932,0.9040940000000001
5071,0.7718079999999999,0.628581
5072,0.9980180000000001,0.830997
5073,1.560191,1.325503
5074,1.3062639999999999,1.040293
5075,1.513271,1.168859
5076,1.630995,1.256349
5077,2.1619520000000003,1.739666
5078,1.893454,1.4210429999999998
5079,1.983668,1.4651189999999998
5080,2.110361,1.534308
5081,2.277635,1.640194
5082,2.3157330000000003,1.7892670000000002
5083,2.870293,1.8734359999999999
5084,2.707136,2.015038
5085,2.133515,1.512562
5086,2.020117,1.467146
5087,3.4168510000000003,2.8799430000000004
5088,1.471397,1.035203
5089,1.114817,0.749572
5090,0.9788600000000001,0.666499
5091,0.877892,0.584884
5092,0.782106,0.547839
5093,0.779315,0.538822
5094,1.2285920000000001,0.99561
5095,1.376054,1.145876
5096,1.122805,0.92414
5097,1.881219,1.503877
5098,1.529276,1.182833
5099,3.668649,3.1422130000000004
5100,2.415834,1.9244269999999999
5101,2.108819,1.609974
5102,2.22158,1.6831189999999998
5103,2.3544329999999998,1.763059
5104,3.01239,2.306623
5105,5.902711,5.22388
5106,3.462801,2.839168
5107,3.62454,2.782867
5108,2.7649310000000002,1.864175
5109,2.737651,1.983306
5110,2.016433,1.555983
5111,2.1915210000000003,1.418535
5112,1.525641,1.035559
5113,1.232912,0.818559
5114,1.05494,0.705746
5115,0.972022,0.629948
5116,0.88901,0.597608
5117,0.820878,0.565321
5118,1.286178,1.002332
5119,1.405671,1.210131
5120,1.668276,1.386737
5121,1.445552,1.062767
5122,1.5407379999999997,1.195114
5123,1.888485,1.416809
5124,2.011276,1.517849
5125,2.124871,1.606678
5126,2.327236,1.72674
5127,2.779812,2.151717
5128,2.246129,1.78878
5129,3.081275,2.1198580000000002
5130,3.269286,2.609392
5131,3.148107,2.343543
5132,3.600779,2.752229
5133,4.042703,3.164171
5134,3.298468,2.561694
5135,2.858255,2.2368330000000003
5136,1.50049,1.003109
5137,1.205646,0.794261
5138,1.082086,0.707659
5139,0.962121,0.630197
5140,0.859872,0.579741
5141,0.862215,0.582063
5142,1.317618,1.0309949999999999
5143,1.047858,0.796422
5144,1.272668,0.991053
5145,1.410857,1.080714
5146,1.966445,1.6215060000000001
5147,1.828941,1.3864
5148,1.9659929999999999,1.5017539999999998
5149,2.123851,1.6087539999999998
5150,2.232272,1.677999
5151,2.354715,1.74672
5152,2.411453,1.774836
5153,3.276504,2.494107
5154,3.17755,2.454863
5155,3.4858670000000003,2.6531860000000003
5156,2.598968,1.785912
5157,2.743442,2.038471
5158,3.638245,2.97458
5159,2.973862,2.394339
5160,1.278946,0.952312
5161,1.354908,0.827416
5162,1.046229,0.687208
5163,1.321483,1.019554
5164,0.836543,0.592912
5165,0.885969,0.593195
5166,1.394696,1.058109
5167,1.080126,0.803603
5168,1.301464,1.00766
5169,1.825234,1.48729
5170,2.664696,2.3065160000000002
5171,2.085926,1.657999
5172,1.859558,1.416973
5173,1.991657,1.51315
5174,2.544895,2.024659
5175,2.590666,2.031904
5176,2.035932,1.431272
5177,2.255577,1.609834
5178,2.785464,2.258152
5179,2.93214,1.9086690000000002
5180,2.904547,2.143759
5181,4.129743,3.382457
5182,2.602822,1.98076
5183,1.814954,1.300659
5184,1.4330590000000003,0.962546
5185,1.122253,0.766971
5186,1.46074,1.079951
5187,0.823172,0.588771
5188,0.962792,0.5773
5189,0.776381,0.573875
5190,0.90479,0.628914
5191,1.128936,0.800898
5192,1.604908,1.3733030000000002
5193,1.827661,1.4517010000000001
5194,1.38178,1.070139
5195,2.143848,1.764729
5196,2.273812,1.848885
5197,1.792977,1.346058
5198,2.415225,1.977856
5199,1.981392,1.4323620000000001
5200,2.266818,1.828864
5201,2.81704,2.016456
5202,2.71671,2.0498380000000003
5203,2.616377,1.9690260000000002
5204,2.471611,1.878533
5205,2.412191,1.832846
5206,1.908742,1.406537
5207,1.62569,1.189126
5208,3.227389,2.786761
5209,1.1601110000000001,0.756032
5210,1.327081,1.029204
5211,1.344412,1.0251590000000002
5212,0.801998,0.535625
5213,0.789039,0.531173
5214,0.80684,0.580374
5215,0.883044,0.71522
5216,1.2527080000000002,0.951862
5217,4.772936,4.356707
5218,3.899904,3.443266
5219,1.843407,1.375356
5220,2.311504,1.845366
5221,2.04189,1.531234
5222,2.128694,1.591051
5223,2.3231640000000002,1.705111
5224,2.907138,2.194442
5225,2.560439,1.847225
5226,2.983529,2.155438
5227,3.252334,2.405733
5228,2.63242,1.8278830000000001
5229,2.462529,1.73722
5230,2.35939,1.6959559999999998
5231,2.914972,2.3176750000000004
5232,2.038337,1.515217
5233,1.304228,0.860813
5234,1.120844,0.732532
5235,0.996773,0.659986
5236,1.2948330000000001,0.997792
5237,0.888268,0.593519
5238,0.9094009999999999,0.630068
5239,1.049354,0.77878
5240,1.26851,0.975496
5241,1.856685,1.499551
5242,1.5868520000000002,1.215384
5243,4.342038,3.763174
