Hour,Baseline (kWh),New HP
2307,1.210574,0.856907
2308,1.750856,1.3062360000000002
2309,0.9692649999999999,0.979429
2310,2.0434069999999998,1.594196
2311,1.661596,1.540244
2312,2.841836,2.517089
2313,1.537478,1.479878
2314,6.843946,6.770456
2315,1.65643,1.619574
2316,1.4862829999999998,1.295183
2317,1.870308,1.855472
2318,1.457597,1.427157
2319,1.326785,1.321205
2320,0.826363,0.826363
2321,1.292876,1.292873
2322,1.002148,1.002148
2323,1.072071,1.045483
2324,1.352877,1.349981
2325,1.387064,1.379731
2326,1.027867,1.027003
2327,0.820453,0.820453
2328,1.045326,1.045327
2329,0.395177,0.395177
2330,0.873832,0.828222
2331,0.329743,0.326015
2332,0.615843,0.511516
2333,0.334915,0.313497
2334,0.86141,0.683516
2335,0.820674,0.761283
2336,1.805587,1.59122
2337,2.728211,2.68643
2338,1.680097,1.616419
2339,0.839387,0.831556
2340,1.253335,1.2533409999999998
2341,0.838885,0.838885
2342,0.80282,0.80282
2343,0.783504,0.783504
2344,0.788864,0.788864
2345,1.342349,1.306913
2346,1.976221,1.9717149999999999
2347,2.861904,2.739313
2348,1.9036410000000001,1.8846559999999999
2349,1.811017,1.811008
2350,1.0292629999999998,1.0292629999999998
2351,0.793405,0.793405
2352,0.902174,0.902177
2353,0.389029,0.389029
2354,0.361348,0.353874
2355,0.32661900000000005,0.326475
2356,0.546473,0.463702
2357,0.405216,0.385483
2358,0.907886,0.742692
2359,1.501694,1.374324
2360,1.444339,1.2306890000000001
2361,1.535198,1.456983
2362,1.566507,1.4301579999999998
2363,1.1195730000000002,1.112538
2364,1.185801,1.125115
2365,1.479923,1.47421
2366,2.480052,2.480065
2367,0.783504,0.783504
2368,1.733374,1.733382
2369,1.249096,1.249098
2370,1.389627,1.389629
2371,1.037487,1.011172
2372,0.907894,0.904773
2373,0.936643,0.936643
2374,1.42531,1.425309
2375,1.207643,1.207642
2376,0.528308,0.528308
2377,0.409029,0.409029
2378,0.875364,0.836301
2379,0.32928,0.32607400000000003
2380,0.560977,0.474536
2381,0.385806,0.376817
2382,0.894256,0.721688
2383,1.359915,1.269288
2384,1.91603,1.737124
2385,2.088199,2.003704
2386,1.217607,1.079918
2387,0.840671,0.831796
2388,2.5396300000000003,2.539433
2389,0.839393,0.83903
2390,1.196637,1.1966389999999998
2391,0.783504,0.783504
2392,1.194318,1.194319
2393,0.89112,0.877537
2394,0.970151,0.9692820000000001
2395,1.0607829999999998,1.027452
2396,1.45397,1.4514720000000003
2397,1.778076,1.775217
2398,0.9935170000000001,0.9935170000000001
2399,0.793405,0.793405
2400,0.902096,0.902085
2401,0.389029,0.389029
2402,0.337133,0.337133
2403,0.326494,0.326494
2404,0.792439,0.76949
2405,0.331297,0.32959
2406,0.642179,0.556763
2407,5.807003,5.78979
2408,3.6012530000000003,3.591063
2409,1.199792,1.186921
2410,1.32551,1.3289849999999999
2411,0.830084,0.830102
2412,3.837423,3.837311
2413,1.459045,1.4591310000000002
2414,1.849252,1.849259
2415,1.179048,1.179049
2416,0.788864,0.788864
2417,0.9974729999999999,0.9468799999999999
2418,2.063844,1.990776
2419,1.3378979999999998,1.181625
2420,2.633497,2.56341
2421,1.170388,1.0578699999999999
2422,3.847131,3.8007269999999997
2423,1.106457,1.040175
2424,2.750274,2.742778
2425,0.556332,0.556327
2426,0.73993,0.73993
2427,0.30649400000000004,0.30649400000000004
2428,0.293238,0.293238
2429,0.309809,0.309809
2430,0.39040600000000003,0.38615499999999997
2431,2.758392,2.756473
2432,0.993795,0.9938089999999999
2433,2.51193,2.51193
2434,1.22081,1.22081
2435,1.3441679999999998,1.3441679999999998
2436,0.846343,0.846343
2437,1.243084,1.243084
2438,0.80282,0.80282
2439,1.283048,1.252557
2440,0.802502,0.79845
2441,1.0840340000000002,0.995481
2442,1.222892,1.113319
2443,2.2852390000000002,2.108431
2444,1.470883,1.3933710000000001
2445,1.911905,1.875589
2446,0.996536,0.994346
2447,0.793405,0.793405
2448,0.508308,0.508308
2449,0.389029,0.389029
2450,0.734528,0.734528
2451,0.308953,0.308953
2452,0.294467,0.294467
2453,0.312268,0.312268
2454,0.378033,0.378033
2455,0.561023,0.561023
2456,2.829117,2.829175
2457,1.027375,1.027337
2458,0.860429,0.860429
2459,1.28924,1.289241
2460,0.896137,0.896137
2461,1.299869,1.299869
2462,0.8440079999999999,0.8440079999999999
2463,0.891268,0.860258
2464,0.837323,0.833105
2465,1.15026,1.039142
2466,1.6353689999999999,1.5341289999999999
2467,1.900242,1.673886
2468,2.704011,2.588343
2469,2.149913,1.976019
2470,1.249617,1.174912
2471,1.027791,0.9118769999999999
2472,0.537301,0.526334
2473,0.43133499999999997,0.412492
2474,0.343223,0.341405
2475,0.308953,0.308953
2476,0.294467,0.294467
2477,0.312268,0.312268
2478,0.771821,0.771821
2479,3.685089,3.6850810000000003
2480,3.821043,3.820954
2481,0.838161,0.838205
2482,0.860429,0.860429
2483,1.276816,1.276816
2484,0.896137,0.896137
2485,0.89585,0.8907010000000001
2486,0.8445989999999999,0.844145
2487,4.160078,4.049018
2488,1.6197840000000001,1.553729
2489,1.31422,1.121039
2490,1.72195,1.594504
2491,1.621517,1.328048
2492,2.387664,2.243726
2493,1.6457270000000002,1.431954
2494,1.194503,1.090527
2495,1.095098,0.942769
2496,0.54204,0.527458
2497,0.847262,0.816916
2498,0.34184800000000004,0.338265
2499,0.30649400000000004,0.30649400000000004
2500,0.293238,0.293238
2501,0.309809,0.309809
2502,0.418118,0.409265
2503,0.57147,0.571148
2504,2.1743710000000003,2.1743710000000003
2505,1.9578820000000001,1.957881
2506,1.226939,1.22694
2507,1.806535,1.806535
2508,0.846343,0.846343
2509,1.255435,1.251027
2510,0.80408,0.803119
2511,0.943935,0.878527
2512,0.889204,0.856433
2513,1.262395,1.107412
2514,3.448868,3.285848
2515,1.7535630000000002,1.49493
2516,1.527498,1.466523
2517,4.188619,4.070228999999999
2518,4.810383,4.796022
2519,1.167743,1.127877
2520,1.741104,1.735924
2521,0.389029,0.389029
2522,0.337133,0.337133
2523,0.30649400000000004,0.30649400000000004
2524,0.293238,0.293238
2525,0.309809,0.309809
2526,0.37434500000000004,0.37434500000000004
2527,0.551187,0.551187
2528,1.131663,1.131663
2529,0.76286,0.76286
2530,0.818627,0.818627
2531,1.2463689999999998,1.2463689999999998
2532,0.846343,0.846343
2533,1.372789,1.327156
2534,1.724144,1.724588
2535,1.0823889999999998,0.970414
2536,0.918644,0.884099
2537,3.417624,3.152642
2538,1.680855,1.540182
2539,2.741214,2.438978
2540,1.4468109999999998,1.317416
2541,1.4278119999999999,1.19298
2542,5.54317,5.402177
2543,1.528725,1.34809
2544,0.533865,0.514461
2545,1.580294,1.516622
2546,0.34824,0.339811
2547,0.402059,0.402059
2548,1.549046,1.549046
2549,0.309809,0.309809
2550,5.068906,5.068834
2551,0.808884,0.808895
2552,1.162544,1.1625429999999999
2553,1.160694,1.160694
2554,0.818627,0.818627
2555,1.250758,1.250758
2556,0.846343,0.846343
2557,0.895713,0.87282
2558,1.216816,1.2139749999999998
2559,1.558763,1.463109
2560,1.824887,1.7691890000000001
2561,1.37451,1.233499
2562,1.9610640000000001,1.701162
2563,1.7410050000000001,1.418346
2564,6.338107,6.057976
2565,1.6795920000000002,1.483017
2566,1.022707,1.001226
2567,0.984764,0.892015
2568,0.524163,0.512107
2569,0.389029,0.389029
2570,0.337133,0.337133
2571,0.30649400000000004,0.30649400000000004
2572,0.686849,0.686847
2573,0.309809,0.309809
2574,0.37434500000000004,0.37434500000000004
2575,0.994129,0.994129
2576,1.136231,1.13623
2577,1.755622,1.75562
2578,1.2418420000000001,1.2418399999999998
2579,1.910869,1.894006
2580,1.278596,1.2773979999999998
2581,1.033079,0.95493
2582,1.3426010000000002,1.307915
2583,1.166662,1.00997
2584,1.36998,1.2997919999999998
2585,1.367479,1.142683
2586,1.260539,1.1415419999999998
2587,1.5525440000000001,1.286316
2588,1.9267370000000001,1.811438
2589,1.448682,1.256259
2590,1.139221,1.04595
2591,1.123792,0.946182
2592,0.531275,0.5137159999999998
2593,0.559309,0.47262099999999996
2594,0.355259,0.341502
2595,0.361782,0.33555
2596,0.698384,0.692775
2597,0.309809,0.309809
2598,0.37434500000000004,0.37434500000000004
2599,0.551187,0.551187
2600,3.583026,3.5822640000000003
2601,0.866345,0.866724
2602,0.818627,0.818627
2603,0.830084,0.830084
2604,0.846343,0.846343
2605,1.706299,1.639051
2606,0.9934930000000001,0.9610510000000001
2607,1.065516,0.95294
2608,1.062075,0.9284880000000001
2609,1.858965,1.578623
2610,1.3380519999999998,1.178487
2611,2.047067,1.737728
2612,1.104074,0.978346
2613,1.064443,0.992039
2614,1.532219,1.513056
2615,1.8871980000000002,1.708273
2616,0.532634,0.513836
2617,0.49095,0.436548
2618,0.743272,0.736561
2619,0.312197,0.3109160000000001
2620,0.295745,0.294808
2621,0.312268,0.312268
2622,0.378033,0.378033
2623,0.960398,0.960398
2624,2.510577,2.510577
2625,1.296791,1.296792
2626,0.860429,0.860429
2627,1.00389,1.001252
2628,1.167323,1.16989
2629,0.937276,0.912079
2630,0.846982,0.844724
2631,1.377247,1.312349
2632,0.946179,0.879931
2633,1.268901,1.092382
2634,2.138585,2.030759
2635,5.858543,5.55498
2636,1.39886,1.3022550000000002
2637,1.754373,1.552026
2638,1.145211,1.0618130000000001
2639,1.097835,0.9435030000000001
2640,3.739429,3.724964
2641,1.001962,0.962934
2642,0.671984,0.646909
2643,0.308953,0.308953
2644,0.294467,0.294467
2645,0.312268,0.312268
2646,0.771682,0.771681
2647,4.084864,4.084855
2648,3.2378180000000003,3.237731
2649,1.55622,1.556273
2650,1.367297,1.367296
2651,1.343375,1.343375
2652,4.727098,4.727094
2653,1.285689,1.284447
2654,0.845258,0.844301
2655,1.385649,1.337453
2656,0.834223,0.828245
2657,1.441721,1.385757
2658,1.052505,1.014195
2659,5.409724,5.264899
2660,1.3878789999999999,1.2309469999999998
2661,1.233786,1.123249
2662,1.443237,1.428519
2663,1.454378,1.350267
2664,0.543762,0.5280219999999999
2665,0.46277300000000005,0.428731
2666,0.3449,0.339055
2667,0.30649400000000004,0.30649400000000004
2668,0.293238,0.293238
2669,0.714073,0.714073
2670,0.37434500000000004,0.37434500000000004
2671,0.9562200000000001,0.956219
2672,0.73022,0.73022
2673,2.761777,2.761775
2674,1.219422,1.219422
2675,1.300513,1.300513
2676,1.296854,1.296854
2677,1.358876,1.346879
2678,0.803808,0.803063
2679,0.879465,0.831078
2680,0.798831,0.791276
2681,1.9793859999999999,1.86619
2682,1.068752,1.006543
2683,1.7228,1.545778
2684,0.990681,0.9479270000000001
2685,1.664386,1.50202
2686,1.016024,1.017036
2687,0.994328,0.893113
2688,0.9173,0.9057419999999999
2689,0.453062,0.42413799999999996
2690,0.357665,0.342169
2691,0.30649400000000004,0.30649400000000004
2692,0.293238,0.293238
2693,0.309809,0.309809
2694,1.202435,1.202435
2695,2.6469319999999996,2.64693
2696,0.73022,0.73022
2697,0.76286,0.76286
2698,0.818627,0.818627
2699,1.3324090000000002,1.33241
2700,3.0467440000000003,3.0467440000000003
2701,1.785849,1.7583059999999997
2702,3.058914,3.058456
2703,0.985093,0.888525
2704,0.855112,0.825354
2705,1.594778,1.4588130000000001
2706,1.303089,1.130373
2707,1.6179169999999998,1.294871
2708,1.528602,1.421813
2709,1.390376,1.146827
2710,1.554753,1.457137
2711,1.106731,0.930322
2712,1.572878,1.5567869999999997
2713,0.485907,0.436127
2714,0.347551,0.339745
2715,0.30649400000000004,0.30649400000000004
2716,0.293238,0.293238
2717,0.309809,0.309809
2718,0.37434500000000004,0.37434500000000004
2719,2.208228,2.20823
2720,3.130088,3.128196
2721,0.959879,0.96096
2722,1.845046,1.845046
2723,0.830084,0.830084
2724,1.240959,1.240958
2725,1.390243,1.390243
2726,1.316039,1.316039
2727,2.34917,2.34917
2728,0.835922,0.835922
2729,0.855418,0.855418
2730,2.221695,2.221576
2731,1.140269,1.140365
2732,0.903712,0.903712
2733,1.352359,1.352359
2734,0.9935170000000001,0.9935170000000001
2735,1.2045540000000001,1.2045540000000001
2736,0.508308,0.508308
2737,0.895251,0.895251
2738,0.337133,0.337133
2739,3.395339,3.3953290000000003
2740,0.600652,0.600656
2741,0.369672,0.35594400000000004
2742,0.43308200000000013,0.422639
2743,0.856421,0.758268
2744,2.437354,2.421697
2745,0.849952,0.832891
2746,0.85465,0.854132
2747,0.860285,0.8511
2748,1.169811,1.176017
2749,1.4802829999999998,1.472219
2750,1.547517,1.562327
2751,0.952948,0.939178
2752,0.788864,0.788864
2753,0.855418,0.855418
2754,1.376844,1.376844
2755,1.727807,1.727807
2756,0.903712,0.903712
2757,1.351556,1.351556
2758,0.9935170000000001,0.9935170000000001
2759,0.813405,0.813405
2760,0.528308,0.528308
2761,0.415164,0.413859
2762,0.514254,0.471066
2763,0.695202,0.661514
2764,1.021398,0.916117
2765,0.819432,0.742962
2766,1.046761,0.9417770000000001
2767,1.59125,1.3719860000000001
2768,1.504839,1.376826
2769,1.704347,1.634865
2770,1.584519,1.54122
2771,1.186473,1.082164
2772,0.9809070000000001,0.9575750000000001
2773,0.878753,0.873353
2774,1.220366,1.219498
2775,2.4717420000000003,2.471749
2776,0.788864,0.788864
2777,1.255848,1.255848
2778,0.968952,0.968952
2779,0.978501,0.978501
2780,0.903712,0.903712
2781,0.936643,0.936643
2782,1.013517,1.013517
2783,1.207257,1.207257
2784,0.632958,0.602954
2785,0.66504,0.599884
2786,0.729364,0.651245
2787,0.777141,0.69115
2788,0.815569,0.736049
2789,0.913011,0.798207
2790,1.456917,1.302363
2791,1.5613130000000002,1.332335
2792,1.467199,1.317524
2793,1.256086,1.160335
2794,1.1484949999999998,1.0906010000000002
2795,2.103777,2.066671
2796,0.9012129999999999,0.906257
2797,1.135304,1.1422750000000002
2798,1.892745,1.886137
2799,0.818544,0.818544
2800,1.603977,1.611973
2801,1.419577,1.411589
2802,1.4170999999999998,1.417098
2803,1.4496959999999999,1.449691
2804,0.935063,0.935063
2805,1.37282,1.37282
2806,1.2988979999999999,1.310583
2807,2.042952,2.02858
2808,0.523062,0.523062
2809,1.297179,1.297131
2810,0.360822,0.360822
2811,0.330066,0.332058
2812,0.36757100000000004,0.348512
2813,0.4969450000000001,0.44469
2814,1.019542,0.9531459999999999
2815,1.060655,0.915218
2816,2.118293,2.102446
2817,1.22513,1.199961
2818,0.863415,0.861051
2819,1.891162,1.891164
2820,0.896137,0.896137
2821,0.884376,0.884376
2822,1.247695,1.247694
2823,1.2527,1.252709
2824,0.826363,0.826363
2825,1.324185,1.31797
2826,1.507023,1.4680730000000002
2827,1.597449,1.532287
2828,1.483154,1.424382
2829,1.481632,1.444318
2830,1.050052,1.040262
2831,0.821854,0.820915
2832,0.921771,0.92177
2833,0.395177,0.395177
2834,0.337133,0.337133
2835,0.30649400000000004,0.30649400000000004
2836,0.293238,0.293238
2837,0.309809,0.309809
2838,0.37434500000000004,0.37434500000000004
2839,0.975538,0.976167
2840,1.152003,1.1500050000000002
2841,0.76286,0.76286
2842,0.818627,0.818627
2843,0.830084,0.830084
2844,0.846343,0.846343
2845,1.77846,1.778468
2846,0.80282,0.80282
2847,1.178825,1.178828
2848,0.788864,0.788864
2849,0.855418,0.855418
2850,0.968952,0.970546
2851,1.400132,1.400355
2852,1.314054,1.314055
2853,0.9484170000000001,0.936643
2854,1.412856,1.4212639999999999
2855,0.794393,0.794235
2856,0.508308,0.508308
2857,0.389029,0.389029
2858,0.730797,0.730759
2859,0.30649400000000004,0.30649400000000004
2860,0.293238,0.293238
2861,1.6345820000000002,1.631231
2862,0.564768,0.567571
2863,0.565034,0.588293
2864,0.732127,0.730799
2865,1.1908230000000002,1.1908789999999998
2866,1.212463,1.212454
2867,1.392888,1.3929
2868,1.242285,1.22847
2869,0.845147,0.858786
2870,0.80282,0.80282
2871,0.783504,0.783504
2872,3.8396190000000003,3.8575720000000002
2873,3.100776,3.0561260000000003
2874,0.972394,0.976514
2875,1.010731,0.9787939999999999
2876,0.918891,0.935958
2877,1.340897,1.3412639999999998
2878,5.866693,5.823462
2879,0.85795,0.851026
2880,0.920391,0.920374
2881,0.389029,0.389029
2882,0.338034,0.338034
2883,0.307353,0.307353
2884,0.29407,0.29407
2885,0.310115,0.310115
2886,0.37243,0.37243
2887,0.545628,0.545628
2888,1.125305,1.125286
2889,0.751441,0.751441
2890,0.803135,0.803135
2891,1.690223,1.6902840000000001
2892,0.831485,0.831485
2893,0.824343,0.824343
2894,0.788291,0.788291
2895,0.769013,0.769013
2896,1.209091,1.209074
2897,1.23448,1.2345
2898,0.9530689999999999,0.999634
2899,0.9567749999999999,0.9591989999999999
2900,1.136,1.135348
2901,2.518179,2.434184
2902,1.1744269999999999,1.196296
2903,0.785694,0.778822
2904,0.510155,0.509309
2905,0.389983,0.389983
2906,0.338034,0.338034
2907,0.307353,0.307353
2908,0.29407,0.29407
2909,0.310115,0.310115
2910,0.37243,0.37243
2911,0.939403,0.9393429999999999
2912,0.723116,0.723116
2913,0.751441,0.751441
2914,1.203436,1.203449
2915,0.81481,0.81481
2916,1.265849,1.26583
2917,0.824343,0.824343
2918,0.788291,0.792074
2919,0.814917,0.769432
2920,1.224863,1.238251
2921,1.10556,0.904689
2922,2.795252,2.763216
2923,1.919194,1.616646
2924,1.042643,1.026942
2925,1.7080540000000002,1.479961
2926,1.995158,2.030814
2927,2.007318,1.7967270000000002
2928,0.545653,0.584913
2929,0.45191000000000003,0.3928440000000001
2930,0.355466,0.351539
2931,0.700967,0.703387
2932,0.29407,0.29407
2933,0.310115,0.310115
2934,0.8659220000000001,0.865821
2935,0.545628,0.545628
2936,2.445726,2.445646
2937,0.751441,0.751441
2938,1.196764,1.196747
2939,2.073167,2.046702
2940,1.153838,1.198539
2941,1.02196,0.825855
2942,0.865759,0.9198869999999999
2943,1.580968,1.274704
2944,2.117921,2.158736
2945,1.3794870000000001,1.016057
2946,1.9140270000000001,1.753312
2947,2.0520880000000004,1.5331020000000002
2948,0.917115,1.032722
2949,5.010662,4.459668
2950,1.479233,1.543373
2951,1.201766,0.832536
2952,0.551161,0.649158
2953,1.186221,0.885315
2954,0.365572,0.408313
2955,0.418273,0.312755
2956,0.303848,0.2993
2957,0.706174,0.70632
2958,0.376118,0.376118
2959,0.555464,0.555464
2960,2.516874,2.516902
2961,1.191068,1.19118
2962,0.844937,0.844937
2963,1.2780340000000001,1.256429
2964,2.758226,2.862486
2965,1.5702130000000003,1.317904
2966,2.1117600000000003,2.159539
2967,1.656405,1.277587
2968,1.071998,1.118247
2969,1.7148,1.118472
2970,1.829224,1.783567
2971,1.921048,1.300348
2972,1.288307,1.23164
2973,1.944741,1.4863979999999999
2974,1.140157,1.219794
2975,1.274514,0.871286
2976,0.967712,1.063827
2977,0.634471,0.40089600000000003
2978,0.361041,0.39041699999999996
2979,0.37444099999999997,0.312487
2980,0.704445,0.70042
2981,0.312574,0.312714
2982,0.376118,0.376118
2983,0.555464,0.555464
2984,1.174031,1.173965
2985,1.414632,1.408942
2986,3.047896,3.095621
2987,1.732596,1.566284
2988,3.148766,3.298596
2989,1.233125,0.9461860000000001
2990,1.006846,1.078785
2991,1.8485150000000001,1.391687
2992,1.159846,1.202101
2993,2.174408,1.575472
2994,1.692226,1.573138
2995,2.106824,1.425312
2996,2.096966,1.8866610000000001
2997,5.051185,4.494144
2998,2.92277,2.817928
2999,1.346325,0.959913
3000,1.073307,1.088365
3001,0.640255,0.42064100000000004
3002,0.355905,0.338775
3003,0.310269,0.307353
3004,0.295209,0.29407
3005,0.310115,0.310115
3006,0.37243,0.37243
3007,0.954502,0.954465
3008,0.723116,0.726111
3009,0.751441,0.751564
3010,1.25544,1.310293
3011,1.146699,0.874291
3012,6.145249,6.037894
3013,1.811976,1.403896
3014,1.56269,1.571418
3015,1.9951320000000001,1.469305
3016,1.2216289999999999,1.224578
3017,2.392265,1.883637
3018,2.041139,1.568691
3019,2.998021,2.348455
3020,5.937197,5.50507
3021,1.9649269999999999,1.491969
3022,1.485574,1.256559
3023,2.4771840000000003,2.151609
3024,1.653873,1.51803
3025,0.663854,0.499633
3026,0.409056,0.403491
3027,0.427921,0.335042
3028,0.696349,0.69394
3029,0.336334,0.310327
3030,0.374202,0.37243
3031,0.545628,0.545628
3032,0.723116,0.724856
3033,0.851842,0.759475
3034,0.834575,0.88086
3035,1.532567,1.3318699999999999
3036,1.0671579999999998,1.0404639999999998
3037,1.396081,1.0681289999999999
3038,1.21268,1.125698
3039,1.204801,0.942149
3040,1.055287,0.987231
3041,1.72205,1.417397
3042,1.337693,1.21405
3043,1.439121,1.191652
3044,1.76554,1.518931
3045,1.793195,1.5182170000000001
3046,1.230669,1.133921
3047,1.1077560000000002,0.902269
3048,1.028086,1.007885
3049,0.514875,0.408794
3050,0.346933,0.37043400000000004
3051,0.329403,0.308604
3052,0.296865,0.29407
3053,0.310115,0.310115
3054,0.37243,0.37243
3055,0.545628,0.545628
3056,1.139828,1.1398789999999999
3057,1.699466,1.6995
3058,1.215241,1.2498879999999999
3059,1.392112,1.2438019999999999
3060,1.426599,1.4761300000000002
3061,2.172804,1.872963
3062,1.069984,1.083202
3063,1.461845,1.0212809999999999
3064,1.801003,1.6844100000000002
3065,1.75967,1.208064
3066,2.276832,1.982551
3067,2.4502330000000003,1.855391
3068,1.610512,1.306331
3069,1.591719,1.205578
3070,1.798707,1.599781
3071,1.177785,0.9461069999999999
3072,0.69944,0.617666
3073,0.522535,0.430057
3074,0.3471,0.3676710000000001
3075,0.3225,0.308852
3076,0.689279,0.687678
3077,5.698683,5.560112
3078,1.628382,1.575193
3079,1.090085,1.082325
3080,4.285684,4.322343
3081,0.830291,0.839579
3082,0.803135,0.809153
3083,1.261944,1.224011
3084,1.263004,1.333273
3085,1.031685,0.852472
3086,0.888722,0.931941
3087,1.51645,1.242291
3088,0.959129,0.98065
3089,2.916337,2.597428
3090,7.083909,6.70895
3091,3.5245680000000004,3.10054
3092,1.428686,1.320161
3093,1.168748,0.9577519999999999
3094,1.378479,1.416439
3095,0.777727,0.779853
3096,0.529309,0.529309
3097,0.409983,0.409983
3098,0.419759,0.358034
3099,0.328319,0.327353
3100,0.7078990000000001,0.7078840000000001
3101,0.330115,0.33051
3102,0.39243,0.392426
3103,0.715103,0.656513
3104,3.004166,2.985417
3105,0.771441,0.771441
3106,0.823135,0.823135
3107,1.37506,1.375066
3108,1.225265,1.225263
3109,1.7840250000000002,1.784042
3110,0.788291,0.788291
3111,0.769013,0.769013
3112,0.774311,0.774311
3113,0.84084,0.84084
3114,1.843652,1.8436379999999999
3115,0.9567749999999999,0.9567749999999999
3116,1.263516,1.2635150000000002
3117,1.322785,1.322761
3118,0.946904,0.946904
3119,0.777727,0.777727
3120,0.509309,0.509309
3121,0.409983,0.409983
3122,0.361723,0.361723
3123,0.329812,0.329812
3124,0.709095,0.709094
3125,0.33257400000000004,0.33257400000000004
3126,0.42335300000000003,0.4147
3127,1.278797,1.194993
3128,1.302182,1.248119
3129,0.819815,0.819522
3130,0.8649370000000001,0.867586
3131,2.519996,2.520007
3132,3.781618,3.779329
3133,1.008858,1.009992
3134,0.829479,0.829479
3135,0.804054,0.804054
3136,0.854426,0.84122
3137,0.973912,0.935582
3138,1.709375,1.624528
3139,1.631559,1.5364749999999998
3140,1.1770630000000002,1.061961
3141,1.077895,1.0128759999999999
3142,1.14749,1.073193
3143,0.845499,0.826644
3144,2.57841,2.522745
3145,0.783751,0.776884
3146,0.341723,0.341723
3147,0.309812,0.309812
3148,0.2953,0.2953
3149,1.22946,1.22946
3150,0.396118,0.396118
3151,1.190229,1.190216
3152,1.008241,1.008253
3153,0.800949,0.800949
3154,2.719801,2.719801
3155,2.606544,2.606544
3156,0.88128,0.88128
3157,0.869834,0.869834
3158,0.871461,0.855007
3159,0.820166,0.812658
3160,1.009898,0.934425
3161,1.458309,1.392959
3162,1.894616,1.705338
3163,1.355615,1.2178710000000001
3164,1.80369,1.605336
3165,2.206464,2.072513
3166,2.93318,2.762683
3167,0.9291710000000001,0.871594
3168,0.621563,0.576979
3169,0.403086,0.39805399999999996
3170,0.731667,0.731667
3171,0.307353,0.307353
3172,0.29407,0.29407
3173,0.310115,0.310115
3174,0.792854,0.792854
3175,0.545628,0.545628
3176,1.7060250000000001,1.7060250000000001
3177,0.787183,0.787235
3178,3.8313260000000002,3.831225
3179,0.831125,0.831125
3180,0.831485,0.831485
3181,1.746425,1.734176
3182,0.876943,0.84587
3183,0.932086,0.878769
3184,1.429208,1.352657
3185,1.193897,1.119961
3186,1.581935,1.314952
3187,2.025805,1.8051469999999998
3188,2.1713910000000003,1.992698
3189,1.091397,1.037565
3190,0.956215,0.950115
3191,0.777727,0.777727
3192,0.509309,0.509309
3193,0.389983,0.389983
3194,0.338034,0.338034
3195,0.716458,0.716458
3196,0.29407,0.29407
3197,0.310115,0.310115
3198,0.37243,0.37243
3199,0.949928,0.949928
3200,1.15444,1.15444
3201,0.751441,0.751441
3202,0.803135,0.803135
3203,0.81481,0.81481
3204,0.831485,0.831485
3205,0.864401,0.849756
3206,1.2764000000000002,1.252108
3207,1.33416,1.292777
3208,1.452566,1.363644
3209,1.135674,1.037138
3210,1.670235,1.575635
3211,1.433511,1.238772
3212,1.603618,1.4684190000000001
3213,1.1742940000000002,1.056819
3214,1.635261,1.54763
3215,1.260616,1.200403
3216,0.519021,0.512136
3217,0.389983,0.389983
3218,0.338034,0.338034
3219,0.307353,0.307353
3220,0.29407,0.29407
3221,0.310115,0.310115
3222,1.8614549999999999,1.861458
3223,2.577674,2.577711
3224,0.723116,0.723116
3225,2.1905390000000002,2.19035
3226,2.08839,2.088571
3227,1.222877,1.222876
3228,0.831485,0.831485
3229,0.89824,0.885308
3230,0.9537770000000001,0.888398
3231,4.586741,4.461242
3232,2.7379029999999998,2.573331
3233,1.956501,1.784026
3234,1.7417070000000001,1.464943
3235,2.166325,1.889559
3236,1.6087,1.333871
3237,1.497683,1.253683
3238,1.353816,1.182055
3239,1.027614,0.920369
3240,0.560889,0.53987
3241,0.39258,0.390874
3242,0.757478,0.745335
3243,0.326747,0.315841
3244,0.295385,0.294371
3245,0.310115,0.310115
3246,1.8871369999999998,1.887147
3247,0.545628,0.545628
3248,6.095788,6.02176
3249,1.083359,1.065891
3250,0.874736,0.842472
3251,0.969832,0.898819
3252,1.500017,1.395609
3253,1.191113,1.046114
3254,1.229284,1.068626
3255,1.687057,1.491523
3256,1.417109,1.1907739999999998
3257,1.494069,1.310007
3258,2.510449,2.0143969999999998
3259,1.92951,1.54423
3260,2.741166,2.357218
3261,1.767621,1.425336
3262,1.841018,1.55318
3263,1.295636,1.0523399999999998
3264,0.887247,0.701876
3265,1.077213,0.943469
3266,0.771375,0.758078
3267,0.307353,0.307353
3268,0.29407,0.29407
3269,0.7038070000000001,0.7038070000000001
3270,0.37243,0.37243
3271,0.545628,0.545628
3272,0.723116,0.723116
3273,0.751441,0.751441
3274,1.208446,1.208446
3275,0.860427,0.840342
3276,0.990514,0.9238959999999999
3277,2.247816,2.12791
3278,1.582823,1.433072
3279,1.32036,1.105777
3280,1.429272,1.181144
3281,1.635884,1.327264
3282,1.935595,1.541911
3283,1.953259,1.54402
3284,2.151855,1.766404
3285,1.6442249999999998,1.301064
3286,1.613172,1.308808
3287,0.9904959999999999,0.891223
3288,0.575158,0.528773
3289,0.402413,0.390555
3290,0.438452,0.38775
3291,0.422614,0.360602
3292,1.9967709999999999,1.937262
3293,0.35679099999999997,0.330036
3294,0.80455,0.802785
3295,0.555464,0.555464
3296,1.161375,1.156074
3297,0.936603,0.856294
3298,1.026834,0.945382
3299,1.237668,1.064499
3300,1.716667,1.5472560000000002
